1.0,6
2.0,6
3.0,6
4.0,6
5.0,6
6.0,6
7.0,6
8.0,6
9.0,6
10.0,6
11.0,6
12.0,6
13.0,6
14.0,6
15.0,6
16.0,6
17.0,6
18.0,6
19.0,6
20.0,6
21.0,6
22.0,6
23.0,6
24.0,6
25.0,6
26.0,6
27.0,6
28.0,6
29.0,6
30.0,6
31.0,6
32.0,6
33.0,6
34.0,6
35.0,6
36.0,6
37.0,6
38.0,6
39.0,6
40.0,6
41.0,6
42.0,6
43.0,6
44.0,6
45.0,6
46.0,6
47.0,6
48.0,6
49.0,6
50.0,6
51.0,6
52.0,6
53.0,6
54.0,6
55.0,6
56.0,6
57.0,6
58.0,6
59.0,6
60.0,6
61.0,6
62.0,6
63.0,6
64.0,6
65.0,6
66.0,6
67.0,6
68.0,6
69.0,6
70.0,6
71.0,6
72.0,6
73.0,6
74.0,6
75.0,6
76.0,6
77.0,6
78.0,6
79.0,6
80.0,6
81.0,6
82.0,6
83.0,6
84.0,6
85.0,6
86.0,6
87.0,6
88.0,6
89.0,6
90.0,6
91.0,6
92.0,6
93.0,6
94.0,6
95.0,6
96.0,6
97.0,6
98.0,6
99.0,6
100.0,6
101.0,6
102.0,6
103.0,6
104.0,6
105.0,6
106.0,6
107.0,6
108.0,6
109.0,6
110.0,6
111.0,6
112.0,6
113.0,6
114.0,6
115.0,6
116.0,6
117.0,6
118.0,6
119.0,6
120.0,6
121.0,6
122.0,6
123.0,6
124.0,6
125.0,6
126.0,6
127.0,6
128.0,6
129.0,6
130.0,6
131.0,6
132.0,6
133.0,6
134.0,6
135.0,6
136.0,6
137.0,6
138.0,6
139.0,6
140.0,6
141.0,6
142.0,6
143.0,6
144.0,6
145.0,6
146.0,6
147.0,6
148.0,6
149.0,6
150.0,6
151.0,6
152.0,6
153.0,6
154.0,6
155.0,6
156.0,6
157.0,6
158.0,6
159.0,6
160.0,6
161.0,6
162.0,6
163.0,6
164.0,6
165.0,6
166.0,6
167.0,6
168.0,6
169.0,6
170.0,6
171.0,6
172.0,6
173.0,6
174.0,6
